date,product_id,category,price,promotion,stock,demand
2023-05-11,C,Clothing,165,1,119,134
2023-05-11,D,Home,196,0,139,77
2023-05-11,E,Sports,148,0,406,123
2023-05-12,A,Electronics,163,0,439,80
2023-05-12,B,Grocery,38,1,108,57
2023-05-12,C,Clothing,171,0,296,68
2023-05-12,D,Home,17,0,401,23
2023-05-12,E,Sports,196,0,133,71
2023-05-13,A,Electronics,83,0,85,86
2023-05-13,B,Grocery,179,1,301,114
2023-05-13,C,Clothing,185,0,140,99
2023-05-13,D,Home,182,1,59,155
2023-05-13,E,Sports,164,0,83,29
2023-05-14,A,Electronics,172,0,148,62
2023-05-14,B,Grocery,182,0,165,135
2023-05-14,C,Clothing,10,1,107,146
2023-05-14,D,Home,125,1,392,70
2023-05-14,E,Sports,154,0,327,30
2023-05-15,A,Electronics,148,1,361,119
2023-05-15,B,Grocery,118,1,237,111
2023-05-15,C,Clothing,80,1,203,168
2023-05-15,D,Home,93,1,448,52
2023-05-15,E,Sports,156,0,161,30
2023-05-16,A,Electronics,174,0,434,114
2023-05-16,B,Grocery,36,0,89,101
2023-05-16,C,Clothing,194,0,482,41
2023-05-16,D,Home,32,0,414,97
2023-05-16,E,Sports,144,1,152,118
2023-05-17,A,Electronics,12,0,433,83
2023-05-17,B,Grocery,67,0,355,118
2023-05-17,C,Clothing,34,0,161,56
2023-05-17,D,Home,48,1,65,129
2023-05-17,E,Sports,158,0,290,38
2023-05-18,A,Electronics,196,0,211,58
2023-05-18,B,Grocery,19,0,263,41
2023-05-18,C,Clothing,132,0,454,73
2023-05-18,D,Home,60,0,341,104
2023-05-18,E,Sports,105,0,472,111
2023-05-19,A,Electronics,160,1,427,173
2023-05-19,B,Grocery,82,1,190,103
2023-05-19,C,Clothing,61,0,294,115
2023-05-19,D,Home,118,0,232,126
2023-05-19,E,Sports,24,0,149,110
2023-05-20,A,Electronics,52,0,421,54
2023-05-20,B,Grocery,67,0,338,66
2023-05-20,C,Clothing,166,0,388,33
2023-05-20,D,Home,186,0,217,31
2023-05-20,E,Sports,22,0,289,50
2023-05-21,A,Electronics,156,0,253,107
2023-05-21,B,Grocery,181,0,200,45
2023-05-21,C,Clothing,124,1,362,32
2023-05-21,D,Home,123,1,321,147
2023-05-21,E,Sports,81,0,173,74
2023-05-22,A,Electronics,106,0,54,34
2023-05-22,B,Grocery,78,1,167,133
2023-05-22,C,Clothing,28,0,263,72
2023-05-22,D,Home,56,0,216,110
2023-05-22,E,Sports,23,0,264,95
2023-05-23,A,Electronics,157,0,78,51
2023-05-23,B,Grocery,71,0,206,92
2023-05-23,C,Clothing,15,0,107,112
2023-05-23,D,Home,178,0,482,99
2023-05-23,E,Sports,140,0,315,101
2023-05-24,A,Electronics,83,0,215,27
2023-05-24,B,Grocery,192,0,344,49
2023-05-24,C,Clothing,93,0,416,40
2023-05-24,D,Home,43,0,455,116
2023-05-24,E,Sports,196,0,149,92
2023-05-25,A,Electronics,166,0,114,94
2023-05-25,B,Grocery,159,1,484,122
2023-05-25,C,Clothing,31,0,405,92
2023-05-25,D,Home,54,0,117,69
2023-05-25,E,Sports,173,0,132,30
2023-05-26,A,Electronics,41,0,311,84
2023-05-26,B,Grocery,83,0,419,73
2023-05-26,C,Clothing,24,0,181,65
2023-05-26,D,Home,156,0,297,115
2023-05-26,E,Sports,177,0,88,58
2023-05-27,A,Electronics,189,0,96,50
2023-05-27,B,Grocery,43,0,345,104
2023-05-27,C,Clothing,71,0,363,130
2023-05-27,D,Home,91,0,87,98
2023-05-27,E,Sports,72,0,126,41
2023-05-28,A,Electronics,100,0,287,115
2023-05-28,B,Grocery,82,0,439,26
2023-05-28,C,Clothing,191,0,86,106
2023-05-28,D,Home,196,0,390,44
2023-05-28,E,Sports,177,1,469,141
2023-05-29,A,Electronics,27,0,403,82
2023-05-29,B,Grocery,13,0,263,93
2023-05-29,C,Clothing,63,0,137,26
2023-05-29,D,Home,94,1,462,50
2023-05-29,E,Sports,101,0,70,37
2023-05-30,A,Electronics,44,0,118,89
2023-05-30,B,Grocery,197,0,332,53
2023-05-30,C,Clothing,131,0,101,60
2023-05-30,D,Home,55,1,81,85
2023-05-30,E,Sports,48,0,385,88
2023-05-31,A,Electronics,118,0,84,99
2023-05-31,B,Grocery,85,0,463,7
2023-05-31,C,Clothing,38,0,288,81
2023-05-31,D,Home,121,0,456,83
2023-05-31,E,Sports,113,0,134,86
2023-06-01,A,Electronics,42,0,463,53
2023-06-01,B,Grocery,131,1,187,102
2023-06-01,C,Clothing,37,0,60,81
2023-06-01,D,Home,56,0,295,107
2023-06-01,E,Sports,116,0,186,44
2023-06-02,A,Electronics,28,0,244,89
2023-06-02,B,Grocery,107,0,190,110
2023-06-02,C,Clothing,185,0,288,26
2023-06-02,D,Home,48,1,177,139
2023-06-02,E,Sports,22,0,374,61
2023-06-03,A,Electronics,62,0,242,102
2023-06-03,B,Grocery,34,0,300,122
2023-06-03,C,Clothing,153,0,74,49
2023-06-03,D,Home,129,0,361,90
2023-06-03,E,Sports,117,0,484,121
2023-06-04,A,Electronics,92,0,196,98
2023-06-04,B,Grocery,155,0,484,57
2023-06-04,C,Clothing,145,0,71,65
2023-06-04,D,Home,125,1,362,96
2023-06-04,E,Sports,75,0,382,77
2023-06-05,A,Electronics,76,1,388,160
2023-06-05,B,Grocery,73,0,89,24
2023-06-05,C,Clothing,131,0,156,87
2023-06-05,D,Home,71,0,305,55
2023-06-05,E,Sports,57,0,458,94
2023-06-06,A,Electronics,67,0,406,43
2023-06-06,B,Grocery,108,0,260,93
2023-06-06,C,Clothing,68,0,120,85
2023-06-06,D,Home,154,0,449,42
2023-06-06,E,Sports,99,0,341,27
2023-06-07,A,Electronics,179,0,494,106
2023-06-07,B,Grocery,25,0,57,24
2023-06-07,C,Clothing,147,1,349,140
2023-06-07,D,Home,90,0,267,26
2023-06-07,E,Sports,122,0,433,64
2023-06-08,A,Electronics,175,0,271,96
2023-06-08,B,Grocery,119,0,318,39
2023-06-08,C,Clothing,31,0,123,64
2023-06-08,D,Home,128,0,375,32
2023-06-08,E,Sports,145,0,306,93
2023-06-09,A,Electronics,88,1,54,67
2023-06-09,B,Grocery,187,0,225,98
2023-06-09,C,Clothing,166,0,153,87
2023-06-09,D,Home,11,1,313,171
2023-06-09,E,Sports,29,0,189,50
2023-06-10,A,Electronics,100,1,110,97
2023-06-10,B,Grocery,191,0,463,106
2023-06-10,C,Clothing,95,0,215,67
2023-06-10,D,Home,195,1,404,139
2023-06-10,E,Sports,94,0,174,41
2023-06-11,A,Electronics,28,0,220,109
2023-06-11,B,Grocery,180,0,202,102
2023-06-11,C,Clothing,192,0,77,35
2023-06-11,D,Home,142,0,100,98
2023-06-11,E,Sports,162,0,63,41
2023-06-12,A,Electronics,198,1,451,171
2023-06-12,B,Grocery,142,0,392,104
2023-06-12,C,Clothing,98,0,231,61
2023-06-12,D,Home,152,1,153,138
2023-06-12,E,Sports,184,0,258,105
2023-06-13,A,Electronics,170,0,424,47
2023-06-13,B,Grocery,21,0,345,79
2023-06-13,C,Clothing,46,0,482,67
2023-06-13,D,Home,35,1,124,128
2023-06-13,E,Sports,38,0,345,57
2023-06-14,A,Electronics,93,1,165,91
2023-06-14,B,Grocery,196,0,288,18
2023-06-14,C,Clothing,190,0,264,94
2023-06-14,D,Home,46,0,283,55
2023-06-14,E,Sports,104,0,422,84
2023-06-15,A,Electronics,186,1,322,117
2023-06-15,B,Grocery,166,1,452,155
2023-06-15,C,Clothing,43,0,300,104
2023-06-15,D,Home,147,0,465,41
2023-06-15,E,Sports,49,1,121,34
2023-06-16,A,Electronics,160,0,409,71
2023-06-16,B,Grocery,48,0,77,72
2023-06-16,C,Clothing,22,0,85,82
2023-06-16,D,Home,97,0,432,88
2023-06-16,E,Sports,128,0,60,59
2023-06-17,A,Electronics,19,0,473,101
2023-06-17,B,Grocery,121,0,365,39
2023-06-17,C,Clothing,190,0,233,85
2023-06-17,D,Home,98,0,225,33
2023-06-17,E,Sports,24,1,368,60
2023-06-18,A,Electronics,41,0,442,39
2023-06-18,B,Grocery,181,0,87,122
2023-06-18,C,Clothing,57,0,67,92
2023-06-18,D,Home,71,0,446,80
2023-06-18,E,Sports,197,0,395,25
2023-06-19,A,Electronics,86,1,209,106
2023-06-19,B,Grocery,175,0,169,80
2023-06-19,C,Clothing,159,0,145,43
2023-06-19,D,Home,81,1,367,91
2023-06-19,E,Sports,196,0,125,22
2023-06-20,A,Electronics,102,0,304,100
2023-06-20,B,Grocery,54,0,176,68
2023-06-20,C,Clothing,29,0,254,59
2023-06-20,D,Home,26,0,457,13
2023-06-20,E,Sports,118,0,328,75
2023-06-21,A,Electronics,165,0,238,79
2023-06-21,B,Grocery,154,0,335,50
2023-06-21,C,Clothing,103,0,198,31
2023-06-21,D,Home,125,0,192,81
2023-06-21,E,Sports,189,0,463,88
2023-06-22,A,Electronics,146,1,231,77
2023-06-22,B,Grocery,194,0,441,62
2023-06-22,C,Clothing,21,1,370,137
2023-06-22,D,Home,104,0,322,37
2023-06-22,E,Sports,94,0,473,54
2023-06-23,A,Electronics,63,0,249,82
2023-06-23,B,Grocery,148,0,393,79
2023-06-23,C,Clothing,15,0,196,53
2023-06-23,D,Home,47,0,168,83
2023-06-23,E,Sports,67,0,318,99
2023-06-24,A,Electronics,114,0,277,66
2023-06-24,B,Grocery,138,0,475,68
2023-06-24,C,Clothing,123,1,437,104
2023-06-24,D,Home,40,0,424,33
2023-06-24,E,Sports,43,0,116,34
2023-06-25,A,Electronics,113,0,59,83
2023-06-25,B,Grocery,195,0,332,99
2023-06-25,C,Clothing,104,0,483,37
2023-06-25,D,Home,96,1,225,39
2023-06-25,E,Sports,131,0,198,101
2023-06-26,A,Electronics,199,1,421,109
2023-06-26,B,Grocery,34,0,326,58
2023-06-26,C,Clothing,116,0,161,16
2023-06-26,D,Home,49,0,291,47
2023-06-26,E,Sports,70,0,241,33
2023-06-27,A,Electronics,196,0,286,70
2023-06-27,B,Grocery,11,0,498,103
2023-06-27,C,Clothing,85,0,472,47
2023-06-27,D,Home,198,0,430,83
2023-06-27,E,Sports,85,0,434,45
2023-06-28,A,Electronics,110,0,160,68
2023-06-28,B,Grocery,88,1,258,119
2023-06-28,C,Clothing,17,0,239,37
2023-06-28,D,Home,90,0,127,44
2023-06-28,E,Sports,119,1,63,114
2023-06-29,A,Electronics,22,0,290,72
2023-06-29,B,Grocery,172,0,109,56
2023-06-29,C,Clothing,29,1,439,91
2023-06-29,D,Home,155,0,437,111
2023-06-29,E,Sports,53,0,424,38
2023-06-30,A,Electronics,172,0,386,23
2023-06-30,B,Grocery,185,0,93,63
2023-06-30,C,Clothing,154,0,376,40
2023-06-30,D,Home,67,0,177,51
2023-06-30,E,Sports,77,0,345,38
2023-07-01,A,Electronics,99,0,333,81
2023-07-01,B,Grocery,145,0,329,98
2023-07-01,C,Clothing,124,1,152,137
2023-07-01,D,Home,39,0,279,99
2023-07-01,E,Sports,180,0,431,64
2023-07-02,A,Electronics,103,0,439,69
2023-07-02,B,Grocery,155,0,320,22
2023-07-02,C,Clothing,15,0,161,63
2023-07-02,D,Home,105,0,437,41
2023-07-02,E,Sports,50,0,438,88
2023-07-03,A,Electronics,159,1,417,87
2023-07-03,B,Grocery,12,0,442,47
2023-07-03,C,Clothing,82,0,328,49
2023-07-03,D,Home,184,0,118,101
2023-07-03,E,Sports,121,0,74,32
2023-07-04,A,Electronics,67,1,143,155
2023-07-04,B,Grocery,20,0,134,46
2023-07-04,C,Clothing,144,1,258,67
2023-07-04,D,Home,63,0,380,94
2023-07-04,E,Sports,27,0,236,34
2023-07-05,A,Electronics,51,0,125,68
2023-07-05,B,Grocery,139,0,364,105
2023-07-05,C,Clothing,120,1,424,153
2023-07-05,D,Home,133,0,61,55
2023-07-05,E,Sports,129,0,341,81
2023-07-06,A,Electronics,45,1,333,42
2023-07-06,B,Grocery,23,0,120,45
2023-07-06,C,Clothing,46,0,334,62
2023-07-06,D,Home,115,0,70,50
2023-07-06,E,Sports,64,0,334,80
2023-07-07,A,Electronics,25,0,195,49
2023-07-07,B,Grocery,39,1,94,145
2023-07-07,C,Clothing,109,0,71,57
2023-07-07,D,Home,173,1,378,104
2023-07-07,E,Sports,88,1,490,122
2023-07-08,A,Electronics,141,0,99,28
2023-07-08,B,Grocery,195,0,373,92
2023-07-08,C,Clothing,51,0,186,72
2023-07-08,D,Home,104,0,230,99
2023-07-08,E,Sports,125,0,187,33
2023-07-09,A,Electronics,25,0,351,28
2023-07-09,B,Grocery,116,1,137,90
2023-07-09,C,Clothing,120,0,355,36
2023-07-09,D,Home,101,0,370,43
2023-07-09,E,Sports,33,0,309,97
2023-07-10,A,Electronics,49,0,355,47
2023-07-10,B,Grocery,36,0,418,35
2023-07-10,C,Clothing,153,0,435,56
2023-07-10,D,Home,105,0,430,75
2023-07-10,E,Sports,49,0,274,42
2023-07-11,A,Electronics,31,0,234,68
2023-07-11,B,Grocery,171,0,209,53
2023-07-11,C,Clothing,99,0,250,58
2023-07-11,D,Home,185,0,325,44
2023-07-11,E,Sports,161,0,460,69
2023-07-12,A,Electronics,87,0,243,37
2023-07-12,B,Grocery,119,0,383,62
2023-07-12,C,Clothing,171,0,177,45
2023-07-12,D,Home,105,1,466,126
2023-07-12,E,Sports,27,0,343,54
2023-07-13,A,Electronics,149,0,449,79
2023-07-13,B,Grocery,55,0,337,31
2023-07-13,C,Clothing,125,0,392,1
2023-07-13,D,Home,106,0,294,86
2023-07-13,E,Sports,41,0,473,85
2023-07-14,A,Electronics,44,1,182,38
2023-07-14,B,Grocery,182,0,374,43
2023-07-14,C,Clothing,181,0,392,89
2023-07-14,D,Home,108,1,69,111
2023-07-14,E,Sports,136,0,107,44
2023-07-15,A,Electronics,79,0,57,80
2023-07-15,B,Grocery,170,0,180,55
2023-07-15,C,Clothing,29,0,122,105
2023-07-15,D,Home,28,1,151,86
2023-07-15,E,Sports,95,0,101,29
2023-07-16,A,Electronics,52,0,260,73
2023-07-16,B,Grocery,86,0,461,28
2023-07-16,C,Clothing,48,0,484,39
2023-07-16,D,Home,51,0,460,117
2023-07-16,E,Sports,180,0,324,18
2023-07-17,A,Electronics,108,0,281,67
2023-07-17,B,Grocery,127,0,480,102
2023-07-17,C,Clothing,149,1,203,103
2023-07-17,D,Home,126,0,470,19
2023-07-17,E,Sports,58,0,56,34
2023-07-18,A,Electronics,182,0,328,36
2023-07-18,B,Grocery,63,0,78,55
2023-07-18,C,Clothing,44,0,335,43
2023-07-18,D,Home,182,1,128,70
2023-07-18,E,Sports,56,0,230,87
2023-07-19,A,Electronics,16,0,327,46
2023-07-19,B,Grocery,194,0,440,47
2023-07-19,C,Clothing,190,0,237,68
2023-07-19,D,Home,141,0,476,40
2023-07-19,E,Sports,198,0,340,93
2023-07-20,A,Electronics,45,0,483,45
2023-07-20,B,Grocery,155,1,205,76
2023-07-20,C,Clothing,56,0,300,65
2023-07-20,D,Home,183,0,481,20
2023-07-20,E,Sports,39,0,207,65
2023-07-21,A,Electronics,27,1,139,37
2023-07-21,B,Grocery,10,0,432,74
2023-07-21,C,Clothing,28,1,150,121
2023-07-21,D,Home,110,0,79,32
2023-07-21,E,Sports,164,1,472,64
2023-07-22,A,Electronics,85,1,296,43
2023-07-22,B,Grocery,126,0,221,17
2023-07-22,C,Clothing,144,0,220,85
2023-07-22,D,Home,196,0,144,70
2023-07-22,E,Sports,122,1,147,45
2023-07-23,A,Electronics,179,1,74,102
2023-07-23,B,Grocery,153,0,400,94
2023-07-23,C,Clothing,18,0,491,74
2023-07-23,D,Home,51,1,102,74
2023-07-23,E,Sports,166,0,172,55
2023-07-24,A,Electronics,101,0,78,15
2023-07-24,B,Grocery,156,0,116,52
2023-07-24,C,Clothing,131,0,389,22
2023-07-24,D,Home,96,0,65,80
2023-07-24,E,Sports,18,1,365,129
2023-07-25,A,Electronics,111,0,275,80
2023-07-25,B,Grocery,122,1,477,78
2023-07-25,C,Clothing,197,0,203,72
2023-07-25,D,Home,130,0,328,100
2023-07-25,E,Sports,72,0,490,13
2023-07-26,A,Electronics,169,0,160,82
2023-07-26,B,Grocery,76,0,459,70
2023-07-26,C,Clothing,33,0,481,24
2023-07-26,D,Home,127,0,387,71
2023-07-26,E,Sports,54,0,419,89
2023-07-27,A,Electronics,192,0,252,81
2023-07-27,B,Grocery,62,1,75,53
2023-07-27,C,Clothing,60,0,476,58
2023-07-27,D,Home,28,0,387,32
2023-07-27,E,Sports,156,0,77,81
2023-07-28,A,Electronics,186,1,86,89
2023-07-28,B,Grocery,86,0,175,58
2023-07-28,C,Clothing,37,0,468,56
2023-07-28,D,Home,94,1,331,98
2023-07-28,E,Sports,143,0,200,51
2023-07-29,A,Electronics,86,0,195,29
2023-07-29,B,Grocery,66,0,152,110
2023-07-29,C,Clothing,179,0,184,76
2023-07-29,D,Home,100,0,183,74
2023-07-29,E,Sports,99,0,345,61
2023-07-30,A,Electronics,96,0,197,52
2023-07-30,B,Grocery,34,0,107,17
2023-07-30,C,Clothing,47,0,439,55
2023-07-30,D,Home,126,0,404,49
2023-07-30,E,Sports,125,0,430,35
2023-07-31,A,Electronics,182,0,482,12
2023-07-31,B,Grocery,156,0,456,47
2023-07-31,C,Clothing,156,0,467,78
2023-07-31,D,Home,192,0,451,94
2023-07-31,E,Sports,79,0,401,4
2023-08-01,A,Electronics,40,0,59,45
2023-08-01,B,Grocery,134,0,378,71
2023-08-01,C,Clothing,177,0,58,19
2023-08-01,D,Home,130,0,357,21
2023-08-01,E,Sports,29,0,128,91
2023-08-02,A,Electronics,118,0,379,40
2023-08-02,B,Grocery,17,0,116,68
2023-08-02,C,Clothing,129,1,190,86
2023-08-02,D,Home,82,0,357,47
2023-08-02,E,Sports,49,0,369,72
2023-08-03,A,Electronics,188,0,246,44
2023-08-03,B,Grocery,192,0,258,71
2023-08-03,C,Clothing,131,1,408,41
2023-08-03,D,Home,91,0,124,84
2023-08-03,E,Sports,68,0,493,65
2023-08-04,A,Electronics,114,1,373,40
2023-08-04,B,Grocery,192,0,84,26
2023-08-04,C,Clothing,58,0,193,26
2023-08-04,D,Home,89,0,132,58
2023-08-04,E,Sports,19,1,83,134
2023-08-05,A,Electronics,161,0,451,49
2023-08-05,B,Grocery,183,0,201,42
2023-08-05,C,Clothing,124,0,431,92
2023-08-05,D,Home,188,0,139,44
2023-08-05,E,Sports,193,0,408,66
2023-08-06,A,Electronics,68,0,376,40
2023-08-06,B,Grocery,166,1,240,39
2023-08-06,C,Clothing,113,1,56,64
2023-08-06,D,Home,181,1,136,63
2023-08-06,E,Sports,174,0,236,42
2023-08-07,A,Electronics,12,1,421,86
2023-08-07,B,Grocery,70,0,464,35
2023-08-07,C,Clothing,125,0,200,15
2023-08-07,D,Home,36,0,320,94
2023-08-07,E,Sports,17,0,128,70
2023-08-08,A,Electronics,125,0,290,62
2023-08-08,B,Grocery,199,1,128,28
2023-08-08,C,Clothing,168,1,241,104
2023-08-08,D,Home,145,0,396,36
2023-08-08,E,Sports,103,1,142,125
2023-08-09,A,Electronics,44,0,321,73
2023-08-09,B,Grocery,195,0,179,62
2023-08-09,C,Clothing,103,0,439,28
2023-08-09,D,Home,25,1,356,109
2023-08-09,E,Sports,179,0,234,49
2023-08-10,A,Electronics,171,0,488,61
2023-08-10,B,Grocery,119,0,146,44
2023-08-10,C,Clothing,13,0,174,18
2023-08-10,D,Home,41,0,210,33
2023-08-10,E,Sports,43,1,136,105
2023-08-11,A,Electronics,193,0,67,80
2023-08-11,B,Grocery,179,0,128,49
2023-08-11,C,Clothing,39,1,299,42
2023-08-11,D,Home,115,0,312,77
2023-08-11,E,Sports,77,0,354,40
2023-08-12,A,Electronics,188,0,233,69
2023-08-12,B,Grocery,29,0,460,51
2023-08-12,C,Clothing,72,0,234,48
2023-08-12,D,Home,71,0,335,66
2023-08-12,E,Sports,51,0,147,40
2023-08-13,A,Electronics,121,1,451,96
2023-08-13,B,Grocery,119,0,489,17
2023-08-13,C,Clothing,128,0,452,33
2023-08-13,D,Home,132,1,110,38
2023-08-13,E,Sports,89,0,114,62
2023-08-14,A,Electronics,32,1,440,58
2023-08-14,B,Grocery,117,0,384,49
2023-08-14,C,Clothing,187,0,174,47
2023-08-14,D,Home,41,0,410,16
2023-08-14,E,Sports,155,0,439,69
2023-08-15,A,Electronics,32,0,459,47
2023-08-15,B,Grocery,45,0,158,30
2023-08-15,C,Clothing,194,0,118,66
2023-08-15,D,Home,128,1,257,119
2023-08-15,E,Sports,44,0,128,95
2023-08-16,A,Electronics,80,0,52,64
2023-08-16,B,Grocery,91,0,92,62
2023-08-16,C,Clothing,15,0,152,22
2023-08-16,D,Home,167,0,277,8
2023-08-16,E,Sports,179,1,356,119
2023-08-17,A,Electronics,50,1,81,114
2023-08-17,B,Grocery,195,0,179,64
2023-08-17,C,Clothing,22,0,320,42
2023-08-17,D,Home,83,0,74,55
2023-08-17,E,Sports,175,0,90,50
2023-08-18,A,Electronics,130,0,367,60
2023-08-18,B,Grocery,26,0,166,41
2023-08-18,C,Clothing,158,0,451,80
2023-08-18,D,Home,83,0,414,65
2023-08-18,E,Sports,82,0,63,59
2023-08-19,A,Electronics,141,0,387,82
2023-08-19,B,Grocery,18,1,254,82
2023-08-19,C,Clothing,28,0,395,79
2023-08-19,D,Home,186,0,387,45
2023-08-19,E,Sports,51,0,324,74
2023-08-20,A,Electronics,140,0,412,59
2023-08-20,B,Grocery,108,1,249,97
2023-08-20,C,Clothing,63,0,367,35
2023-08-20,D,Home,19,0,167,10
2023-08-20,E,Sports,143,0,449,58
2023-08-21,A,Electronics,87,0,348,34
2023-08-21,B,Grocery,54,0,261,33
2023-08-21,C,Clothing,77,0,302,83
2023-08-21,D,Home,53,0,466,25
2023-08-21,E,Sports,135,0,147,27
2023-08-22,A,Electronics,75,0,283,75
2023-08-22,B,Grocery,32,0,386,76
2023-08-22,C,Clothing,140,0,232,43
2023-08-22,D,Home,109,0,127,6
2023-08-22,E,Sports,109,0,327,29
2023-08-23,A,Electronics,132,0,295,13
2023-08-23,B,Grocery,28,0,311,88
2023-08-23,C,Clothing,110,1,353,69
2023-08-23,D,Home,131,0,118,16
2023-08-23,E,Sports,18,0,320,29
2023-08-24,A,Electronics,158,0,426,29
2023-08-24,B,Grocery,115,0,430,30
2023-08-24,C,Clothing,47,0,413,25
2023-08-24,D,Home,131,0,450,39
2023-08-24,E,Sports,13,0,475,9
2023-08-25,A,Electronics,94,0,263,27
2023-08-25,B,Grocery,90,1,379,54
2023-08-25,C,Clothing,60,0,316,33
2023-08-25,D,Home,148,0,173,90
2023-08-25,E,Sports,121,0,57,52
2023-08-26,A,Electronics,95,1,198,53
2023-08-26,B,Grocery,29,0,265,40
2023-08-26,C,Clothing,198,0,93,28
2023-08-26,D,Home,199,1,427,77
2023-08-26,E,Sports,19,0,169,40
2023-08-27,A,Electronics,79,0,390,69
2023-08-27,B,Grocery,193,0,269,24
2023-08-27,C,Clothing,57,0,347,61
2023-08-27,D,Home,35,0,74,42
2023-08-27,E,Sports,66,0,229,56
2023-08-28,A,Electronics,42,0,262,27
2023-08-28,B,Grocery,170,0,278,16
2023-08-28,C,Clothing,97,0,121,24
2023-08-28,D,Home,147,0,392,55
2023-08-28,E,Sports,103,1,324,112
2023-08-29,A,Electronics,63,0,257,66
2023-08-29,B,Grocery,27,0,106,55
2023-08-29,C,Clothing,191,0,62,8
2023-08-29,D,Home,85,0,435,54
2023-08-29,E,Sports,91,0,126,79
2023-08-30,A,Electronics,97,1,253,38
2023-08-30,B,Grocery,197,0,378,37
2023-08-30,C,Clothing,61,0,382,16
2023-08-30,D,Home,187,0,192,55
2023-08-30,E,Sports,94,0,247,38
2023-08-31,A,Electronics,117,0,75,50
2023-08-31,B,Grocery,132,0,193,43
2023-08-31,C,Clothing,113,1,385,88
2023-08-31,D,Home,110,0,305,59
2023-08-31,E,Sports,191,0,293,33
2023-09-01,A,Electronics,86,1,152,100
2023-09-01,B,Grocery,51,0,471,51
2023-09-01,C,Clothing,110,0,305,46
2023-09-01,D,Home,130,0,192,53
2023-09-01,E,Sports,149,0,53,58
2023-09-02,A,Electronics,45,0,330,14
2023-09-02,B,Grocery,62,0,195,62
2023-09-02,C,Clothing,72,1,170,84
2023-09-02,D,Home,182,0,483,10
2023-09-02,E,Sports,89,0,125,69
2023-09-03,A,Electronics,26,0,417,5
2023-09-03,B,Grocery,176,0,139,59
2023-09-03,C,Clothing,68,0,373,42
2023-09-03,D,Home,58,0,281,67
2023-09-03,E,Sports,57,0,100,40
2023-09-04,A,Electronics,186,0,429,53
2023-09-04,B,Grocery,167,1,469,90
2023-09-04,C,Clothing,95,0,163,66
2023-09-04,D,Home,65,0,245,64
2023-09-04,E,Sports,96,0,295,42
2023-09-05,A,Electronics,158,0,194,37
2023-09-05,B,Grocery,167,1,94,62
2023-09-05,C,Clothing,53,1,56,80
2023-09-05,D,Home,43,0,243,35
2023-09-05,E,Sports,19,0,407,67
2023-09-06,A,Electronics,158,0,441,74
2023-09-06,B,Grocery,78,0,107,59
2023-09-06,C,Clothing,61,0,494,58
2023-09-06,D,Home,170,0,190,36
2023-09-06,E,Sports,199,0,270,75
2023-09-07,A,Electronics,195,1,268,71
2023-09-07,B,Grocery,89,1,361,56
2023-09-07,C,Clothing,27,0,480,19
2023-09-07,D,Home,28,1,433,110
2023-09-07,E,Sports,49,0,372,63
2023-09-08,A,Electronics,64,0,485,52
2023-09-08,B,Grocery,96,0,250,66
2023-09-08,C,Clothing,144,1,167,95
2023-09-08,D,Home,71,0,149,51
2023-09-08,E,Sports,176,0,422,28
2023-09-09,A,Electronics,155,0,475,31
2023-09-09,B,Grocery,26,0,335,52
2023-09-09,C,Clothing,18,0,320,20
2023-09-09,D,Home,172,0,263,30
2023-09-09,E,Sports,186,0,158,41
2023-09-10,A,Electronics,132,0,364,10
2023-09-10,B,Grocery,169,1,76,37
2023-09-10,C,Clothing,186,0,131,30
2023-09-10,D,Home,155,0,87,51
2023-09-10,E,Sports,188,0,84,67
2023-09-11,A,Electronics,162,1,461,85
2023-09-11,B,Grocery,159,0,208,82
2023-09-11,C,Clothing,97,0,266,34
2023-09-11,D,Home,104,0,189,16
2023-09-11,E,Sports,149,0,408,48
2023-09-12,A,Electronics,117,0,171,23
2023-09-12,B,Grocery,128,0,211,59
2023-09-12,C,Clothing,54,0,363,60
2023-09-12,D,Home,187,0,406,10
2023-09-12,E,Sports,95,0,123,23
2023-09-13,A,Electronics,13,0,187,23
2023-09-13,B,Grocery,78,0,442,21
2023-09-13,C,Clothing,161,1,492,36
2023-09-13,D,Home,110,0,217,7
2023-09-13,E,Sports,49,0,373,70
2023-09-14,A,Electronics,164,1,311,63
2023-09-14,B,Grocery,189,0,115,27
2023-09-14,C,Clothing,31,0,416,65
2023-09-14,D,Home,49,0,423,95
2023-09-14,E,Sports,44,0,308,76
2023-09-15,A,Electronics,147,0,411,51
2023-09-15,B,Grocery,40,0,124,22
2023-09-15,C,Clothing,169,0,69,63
2023-09-15,D,Home,162,0,445,61
2023-09-15,E,Sports,93,0,138,74
2023-09-16,A,Electronics,102,0,121,93
2023-09-16,B,Grocery,142,1,323,56
2023-09-16,C,Clothing,46,0,292,47
2023-09-16,D,Home,53,0,131,28
2023-09-16,E,Sports,172,0,147,27
2023-09-17,A,Electronics,78,0,424,56
2023-09-17,B,Grocery,157,0,329,40
2023-09-17,C,Clothing,16,0,475,45
2023-09-17,D,Home,47,0,275,49
2023-09-17,E,Sports,146,0,113,55
2023-09-18,A,Electronics,188,0,88,58
2023-09-18,B,Grocery,30,0,88,56
2023-09-18,C,Clothing,173,0,160,62
2023-09-18,D,Home,112,0,434,54
2023-09-18,E,Sports,93,0,240,44
